IRI Week,Calendar week starting on,Calendar week ending on,WeekOfYear,Month,Year
1950,9-Jan-17,15-Jan-17,3,1,2017
1951,16-Jan-17,22-Jan-17,4,1,2017
1952,23-Jan-17,29-Jan-17,5,1,2017
1953,30-Jan-17,5-Feb-17,6,1,2017
1954,6-Feb-17,12-Feb-17,7,2,2017
1955,13-Feb-17,19-Feb-17,8,2,2017
1956,20-Feb-17,26-Feb-17,9,2,2017
1957,27-Feb-17,5-Mar-17,10,2,2017
1958,6-Mar-17,12-Mar-17,11,3,2017
1959,13-Mar-17,19-Mar-17,12,3,2017
1960,20-Mar-17,26-Mar-17,13,3,2017
1961,27-Mar-17,2-Apr-17,14,3,2017
1962,3-Apr-17,9-Apr-17,15,4,2017
1963,10-Apr-17,16-Apr-17,16,4,2017
1964,17-Apr-17,23-Apr-17,17,4,2017
1965,24-Apr-17,30-Apr-17,18,4,2017
1966,1-May-17,7-May-17,19,5,2017
1967,8-May-17,14-May-17,20,5,2017
1968,15-May-17,21-May-17,21,5,2017
1969,22-May-17,28-May-17,22,5,2017
1970,29-May-17,4-Jun-17,23,5,2017
1971,5-Jun-17,11-Jun-17,24,6,2017
1972,12-Jun-17,18-Jun-17,25,6,2017
1973,19-Jun-17,25-Jun-17,26,6,2017
1974,26-Jun-17,2-Jul-17,27,6,2017
1975,3-Jul-17,9-Jul-17,28,7,2017
1976,10-Jul-17,16-Jul-17,29,7,2017
1977,17-Jul-17,23-Jul-17,30,7,2017
1978,24-Jul-17,30-Jul-17,31,7,2017
1979,31-Jul-17,6-Aug-17,32,7,2017
1980,7-Aug-17,13-Aug-17,33,8,2017
1981,14-Aug-17,20-Aug-17,34,8,2017
1982,21-Aug-17,27-Aug-17,35,8,2017
1983,28-Aug-17,3-Sep-17,36,8,2017
1984,4-Sep-17,10-Sep-17,37,9,2017
1985,11-Sep-17,17-Sep-17,38,9,2017
1986,18-Sep-17,24-Sep-17,39,9,2017
1987,25-Sep-17,1-Oct-17,40,9,2017
1988,2-Oct-17,8-Oct-17,41,10,2017
1989,9-Oct-17,15-Oct-17,42,10,2017
1990,16-Oct-17,22-Oct-17,43,10,2017
1991,23-Oct-17,29-Oct-17,44,10,2017
1992,30-Oct-17,5-Nov-17,45,10,2017
1993,6-Nov-17,12-Nov-17,46,11,2017
1994,13-Nov-17,19-Nov-17,47,11,2017
1995,20-Nov-17,26-Nov-17,48,11,2017
1996,27-Nov-17,3-Dec-17,49,11,2017
1997,4-Dec-17,10-Dec-17,50,12,2017
1998,11-Dec-17,17-Dec-17,51,12,2017
1999,18-Dec-17,24-Dec-17,52,12,2017
2000,25-Dec-17,31-Dec-17,53,12,2017
